neg,pos,LTC2449,HP3456
0.0,2.37,2.36334190704,2.36944
0.0,2.38,2.37334172241,2.37944
0.0,2.39,2.38334563561,2.38943
0.0,2.4,2.39335200749,2.39944
0.0,2.41,2.40333727561,2.40942
0.0,2.42,2.41333923303,2.41941
0.0,2.43,2.42341513745,2.42948
0.0,2.44,2.43341400288,2.43948
0.0,2.45,2.44340849109,2.44947
0.0,2.46,2.45340687223,2.45946
0.0,2.47,2.4634118285,2.46946
0.0,2.48,2.47341160662,2.47945
0.0,2.49,2.48340579681,2.48944
0.0,2.5,2.49340846203,2.49943
0.0,2.51,2.5,2.50942
0.0,2.52,2.5,2.51941
0.0,2.53,2.5,2.5294
